0,0
-0.9027,0.4303
-0.3120,-0.3767
-0.5664,-1.3438
-0.0658,-2.2094
0.9292,-2.3091
1.9151,-2.4764
2.8800,-2.2136
3.3775,-3.0811
2.5909,-2.4635
2.3217,-3.4266
2.9054,-2.6146
2.2320,-1.8753
3.1805,-2.1921
4.1275,-2.5134
3.6833,-3.4093
4.6392,-3.1158
3.6780,-3.3914
4.6765,-3.3376
5.0109,-4.2800
6.0081,-4.3550
6.1783,-5.3404
6.3597,-6.3238
6.0645,-7.2792
6.6062,-8.1198
6.5935,-7.1199
6.1518,-6.2227
6.1830,-7.2222
5.2496,-7.5810
6.2481,-7.6365
7.2340,-7.8038
6.8212,-8.7147
7.8196,-8.6580
8.7899,-8.4160
8.6982,-9.4118
8.8657,-8.4259
8.8698,-7.4259
7.9298,-7.7670
8.5825,-7.0095
8.8236,-7.9800
8.5435,-7.0200
9.4192,-6.5371
8.6768,-5.8671
8.7134,-6.8664
7.9878,-6.1783
7.8490,-5.1879
7.8464,-6.1879
7.3588,-7.0610
8.2960,-6.7124
7.9937,-5.7592
7.5937,-4.8427
7.2437,-3.9060
7.9241,-4.6388
8.7813,-5.1538
9.7111,-5.5217
10.7077,-5.4389
10.4522,-6.4057
11.4507,-6.3508
12.4501,-6.3168
11.5199,-5.9500
10.6152,-6.3762
9.6275,-6.5321
9.7843,-7.5197
9.0580,-6.8323
9.9313,-7.3196
8.9821,-7.6342
8.1115,-7.1421
7.2070,-6.7155
6.9636,-5.7456
6.4022,-6.5732
6.2698,-7.5644
5.3280,-7.9007
5.3005,-8.9003
6.2988,-8.9584
5.3842,-8.5539
5.9492,-7.7288
5.3847,-8.5543
6.3841,-8.5890
7.3744,-8.4494
8.3743,-8.4558
8.6510,-9.4167
7.6562,-9.5177
8.2135,-8.6875
7.2510,-8.4163
7.8111,-7.5879
6.8170,-7.6968
6.2254,-8.5030
6.5652,-7.5625
7.5230,-7.8497
7.8376,-8.7990
8.1149,-9.7598
7.4107,-9.0497
7.0157,-9.9684
6.6366,-10.8937
6.9982,-11.8260
6.3465,-12.5845
7.2472,-13.0188
7.4714,-13.9934
6.4714,-13.9854
6.9239,-13.0936
7.6860,-12.4463
8.1238,-13.3453
7.9272,-14.3258
8.7104,-13.7040
7.7203,-13.8443
6.8061,-13.4391
6.6761,-14.4306
5.7093,-14.1751
5.5768,-13.1839
5.6986,-12.1914
4.6992,-12.2261
4.3618,-13.1675
5.0698,-12.4613
5.2785,-13.4393
6.2513,-13.2076
5.3094,-12.8716
6.3037,-12.9780
5.9071,-12.0600
5.3098,-11.2580
4.7736,-12.1022
4.4447,-13.0465
4.7000,-12.0797
3.7074,-11.9583
4.5705,-12.4633
5.4039,-11.9106
6.0772,-11.1712
6.7324,-11.9267
6.7480,-12.9266
6.5869,-13.9135
5.6313,-13.6189
5.0128,-14.4047
5.0103,-15.4047
5.2773,-16.3684
4.8531,-15.4628
4.6808,-16.4478
4.9791,-17.4023
5.6963,-16.7055
5.7536,-15.7071
5.8382,-16.7035
5.3692,-15.8203
6.1594,-15.2074
7.0456,-14.7441
6.8139,-15.7168
5.8599,-15.4169
5.5221,-16.3581
6.4018,-16.8338
5.8907,-15.9742
6.1308,-16.9450
7.1304,-16.9735
8.0085,-17.4520
8.9236,-17.0489
9.0854,-18.0358
8.2092,-18.5176
8.4717,-17.5527
9.2580,-18.1705
9.8499,-17.3645
10.6398,-16.7512
10.3747,-17.7155
10.7737,-18.6324
9.7959,-18.4227
10.4574,-17.6727
11.0414,-18.4845
10.1889,-17.9617
10.9826,-18.5700
11.4691,-19.4437
12.2908,-18.8738
12.4971,-17.8953
11.6485,-18.4244
12.4535,-19.0177
13.1459,-19.7391
12.4222,-20.4293
11.5492,-20.9170
10.7694,-21.5430
10.1761,-20.7380
10.6331,-19.8486
9.8906,-19.1787
8.9504,-19.5194
8.5124,-20.4184
8.0877,-21.3237
7.7756,-22.2737
8.7047,-21.9039
9.4444,-21.2310
9.1373,-20.2793
9.8251,-19.5534
9.4710,-20.4886
9.1003,-19.5599
9.0474,-18.5613
8.4385,-19.3545
8.8256,-18.4325
9.4250,-17.6320
10.3282,-18.0612
11.1700,-18.6009
10.5353,-19.3737
10.1393,-18.4554
9.1516,-18.2993
8.3023,-17.7714
8.5417,-18.7423
7.5695,-18.5081
8.1401,-19.3294
8.4061,-18.3654
7.7935,-17.5750
8.7935,-17.5797
9.4196,-18.3595
9.4405,-17.3597
9.7224,-16.4002
8.7657,-16.6912
9.6213,-16.1736
10.1505,-15.3251
9.2009,-15.0114
9.4497,-14.0428
8.4810,-14.2909
9.1710,-13.5672
8.1762,-13.4656
7.4539,-14.1572
7.5349,-13.1605
6.5871,-13.4791
5.6696,-13.0812
5.4587,-14.0587
5.3484,-15.0526
5.9071,-14.2232
6.4024,-15.0919
5.9724,-15.9947
6.3715,-16.9117
6.9769,-16.1157
5.9970,-16.3155
5.9107,-15.3193
4.9519,-15.0353
4.7727,-14.0515
5.4122,-14.8203
5.8850,-15.7015
5.6312,-16.6688
5.7061,-17.6660
6.2349,-18.5147
5.3838,-19.0397
5.8940,-18.1796
6.3457,-17.2875
5.5645,-17.9117
6.3884,-18.4784
6.7378,-19.4154
6.0528,-18.6869
5.0618,-18.5530
5.9733,-18.9643
5.8129,-19.9513
4.8150,-19.8858
5.2474,-20.7875
4.4544,-21.3968
4.0561,-20.4795
3.0663,-20.6216
2.9898,-21.6187
2.2887,-20.9056
2.0388,-21.8738
1.4016,-21.1031
2.2960,-20.6560
1.4737,-20.0869
2.2846,-19.5017
3.2748,-19.6416
2.4316,-19.1040
3.4313,-19.1283
2.4840,-19.4486
3.4297,-19.7737
3.9542,-20.6251
3.4222,-21.4718
2.7924,-22.2485
3.6096,-22.8248
2.6096,-22.8318
1.6650,-22.5038
0.8335,-23.0594
1.5118,-23.7943
2.1153,-22.9970
1.3409,-22.3643
0.3684,-22.1316
-0.5704,-22.4763
-1.5102,-22.1348
-2.4781,-22.3862
-1.5597,-22.7818
-1.6323,-23.7791
-2.3433,-23.0760
-2.7776,-23.9768
-2.8345,-24.9752
-2.8796,-23.9762
-1.8906,-23.8281
-2.8111,-23.4374
-2.9463,-22.4466
-3.3982,-23.3386
-4.0871,-24.0635
-5.0434,-24.3560
-5.0464,-25.3560
-4.9688,-24.3590
-4.5810,-25.2807
-3.8268,-24.6240
-4.0897,-23.6592
-4.8001,-24.3630
-4.5803,-25.3385
-3.6137,-25.0820
-3.7240,-24.0881
-2.7322,-24.2163
-3.6821,-23.9037
-3.2870,-24.8223
-2.4030,-24.3548
-2.8299,-25.2591
-2.4940,-24.3172
-3.1253,-25.0927
-2.2504,-24.6085
-1.4290,-24.0381
-1.3509,-25.0350
-2.3158,-25.2978
-1.3728,-24.9647
-0.4120,-24.6877
-0.6162,-25.6666
0.3823,-25.7219
-0.2308,-24.9319
0.7493,-25.1301
0.0373,-25.8323
-0.9355,-26.0639
-0.0968,-25.5192
0.5617,-26.2717
1.2285,-25.5265
2.0374,-26.1145
2.4531,-27.0240
3.0138,-27.8520
3.9157,-28.2840
4.0728,-27.2964
4.9489,-26.8144
4.2383,-27.5179
3.2399,-27.5733
2.7943,-28.4686
2.9460,-27.4801
2.0379,-27.0615
1.5551,-27.9372
1.6400,-28.9336
2.5920,-29.2397
3.5104,-28.8440
4.4374,-29.2191
4.4804,-30.2182
4.9699,-31.0902
4.1239,-30.5570
3.4360,-29.8312
3.8115,-28.9044
4.1152,-29.8571
5.0636,-30.1741
5.1506,-31.1703
6.1094,-31.4541
5.2833,-32.0176
5.7537,-31.1352
5.6017,-30.1468
6.3769,-29.5150
6.7266,-30.4519
7.4121,-29.7238
7.3939,-28.7240
8.2539,-28.2138
7.5864,-28.9584
7.5288,-27.9601
6.9968,-27.1133
6.0467,-27.4251
6.6380,-28.2315
7.4001,-28.8790
7.4678,-27.8813
8.4566,-28.0299
8.3803,-29.0270
8.3270,-30.0256
7.4707,-30.5419
6.5830,-31.0023
6.5231,-30.0041
7.3879,-30.5062
8.2337,-29.9726
8.5703,-30.9142
8.6038,-29.9148
9.0015,-28.9973
9.4010,-28.0806
8.9206,-28.9576
8.8145,-29.9520
8.9724,-28.9645
8.9695,-29.9645
9.4159,-29.0697
10.1750,-29.7207
9.1823,-29.8410
9.7206,-30.6837
10.4126,-29.9619
11.1623,-30.6237
11.0986,-29.6257
12.0880,-29.7708
11.5153,-30.5906
10.7396,-29.9595
10.9052,-28.9733
10.8776,-29.9729
11.7517,-29.4872
10.9861,-28.8438
11.1211,-29.8347
11.3724,-28.8668
12.3386,-29.1245
12.9079,-29.9467
12.7668,-28.9567
12.0418,-28.2679
11.8201,-27.2928
11.6487,-26.3076
12.4828,-25.7560
11.5477,-26.1105
12.4712,-25.7267
11.5159,-26.0223
12.4745,-25.7377
11.8722,-26.5360
11.4325,-25.6379
12.2624,-26.1957
11.8750,-25.2738
12.5766,-24.5613
13.0174,-25.4589
13.1086,-26.4547
13.0876,-25.4550
13.0399,-26.4538
14.0056,-26.1939
13.1075,-26.6339
12.5209,-27.4437
12.1484,-28.3718
13.0883,-28.0302
12.6642,-27.1245
13.6438,-27.3256
14.6411,-27.3998
14.9134,-28.3620
15.8062,-28.8126
16.0741,-29.7760
15.0922,-29.5867
14.1338,-29.8721
13.2524,-29.3996
12.4707,-28.7760
13.0854,-29.5648
13.3272,-28.5944
13.3390,-27.5945
14.3389,-27.5838
14.4393,-26.5889
14.7892,-25.6521
14.5173,-26.6144
14.5124,-25.6144
13.7443,-24.9741
13.9768,-25.9467
13.2474,-25.2626
12.8574,-24.3417
13.8301,-24.1093
12.8593,-23.8692
12.9908,-24.8605
12.2282,-24.2136
12.8936,-23.4671
12.5981,-24.4224
13.4358,-24.9684
14.4349,-25.0121
15.3570,-25.3989
14.7615,-26.2023
14.8208,-27.2006
15.3278,-26.3386
15.8773,-25.5031
16.8230,-25.8283
16.7631,-26.8265
15.7742,-26.6779
15.9683,-27.6589
15.7361,-26.6862
15.7465,-27.6861
16.7427,-27.7728
16.1576,-28.5837
15.2669,-28.1291
15.3031,-29.1284
14.5883,-29.8278
15.1432,-30.6597
15.4887,-31.5981
16.4628,-31.8240
17.4367,-32.0509
18.4202,-31.8698
17.4433,-31.6562
16.4438,-31.6887
15.5320,-31.2781
14.5326,-31.3139
13.9323,-30.5142
13.5286,-31.4290
14.3018,-30.7948
13.9435,-31.7285
14.3886,-32.6240
13.3913,-32.6970
13.3623,-31.6974
12.8400,-30.8446
11.8426,-30.9163
10.8807,-31.1899
10.5080,-30.2620
9.7626,-29.5954
9.3795,-30.5191
9.6962,-29.5706
10.1862,-30.4424
11.1469,-30.1647
11.6625,-29.3079
10.6949,-29.0557
10.5073,-28.0734
10.8362,-29.0178
11.5026,-28.2721
10.5502,-27.9672
9.5559,-27.8610
8.6168,-28.2046
7.7128,-28.6321
7.5701,-29.6219
6.5730,-29.6976
6.7697,-28.7171
7.7524,-28.9024
8.2034,-28.0098
8.8081,-28.8062
8.5094,-27.8519
7.6425,-28.3503
6.8632,-28.9770
7.8315,-29.2267
8.3295,-28.3595
7.9839,-29.2979
7.2859,-30.0139
7.8230,-30.8574
8.0229,-31.8372
7.5399,-30.9616
7.0107,-30.1131
6.7547,-31.0798
7.3623,-31.8740
6.6739,-31.1487
7.6610,-31.3088
7.0877,-30.4895
7.7973,-31.1941
6.9483,-31.7225
5.9585,-31.8650
6.9513,-31.7455
6.5498,-30.8296
5.7147,-31.3797
4.7420,-31.6116
5.4869,-32.2788
6.4836,-32.1985
7.4531,-32.4434
8.2913,-32.9889
7.7549,-32.1449
8.7499,-32.2452
9.0276,-33.2058
8.1787,-32.6773
8.3421,-33.6639
8.0973,-32.6943
8.1642,-31.6965
9.1374,-31.4664
8.9976,-30.4762
9.5563,-29.6469
8.6115,-29.9746
8.6833,-30.9720
8.0423,-30.2046
9.0381,-30.2954
8.0383,-30.3144
7.2693,-30.9537
6.9102,-30.0204
7.3825,-30.9018
8.3471,-31.1655
8.1843,-30.1788
7.3094,-30.6631
7.2328,-29.6660
6.2385,-29.7724
6.8703,-28.9973
5.9366,-28.6392
6.5728,-27.8677
5.8694,-27.1569
5.8584,-28.1568
5.3333,-27.3058
6.2301,-27.7481
7.0790,-28.2767
7.7057,-29.0560
7.5772,-30.0477
8.3377,-29.3984
7.3712,-29.1418
6.8387,-28.2953
6.1338,-29.0046
7.0965,-29.2752
8.0500,-29.5767
8.9007,-29.0511
8.1427,-28.3989
7.5935,-27.5632
6.6118,-27.7536
7.3734,-28.4017
